GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
1400000US36047025902,36047025902,"Census Tract 259.02, Kings County, New York",1150,20,0,11,1150,20
1400000US36047026000,36047026000,"Census Tract 260, Kings County, New York",1143,79,558,91,585,120
1400000US36047026100,36047026100,"Census Tract 261, Kings County, New York",2071,160,425,129,1646,198
1400000US36047026200,36047026200,"Census Tract 262, Kings County, New York",778,59,429,56,349,59
1400000US36047026300,36047026300,"Census Tract 263, Kings County, New York",840,61,136,55,704,77
1400000US36047026400,36047026400,"Census Tract 264, Kings County, New York",1644,79,549,97,1095,107
1400000US36047026500,36047026500,"Census Tract 265, Kings County, New York",1412,118,333,85,1079,125
1400000US36047026600,36047026600,"Census Tract 266, Kings County, New York",1099,92,340,85,759,116
1400000US36047026700,36047026700,"Census Tract 267, Kings County, New York",1757,119,510,123,1247,160
1400000US36047026800,36047026800,"Census Tract 268, Kings County, New York",1307,87,393,106,914,115
1400000US36047026900,36047026900,"Census Tract 269, Kings County, New York",1150,88,293,104,857,110
1400000US36047027000,36047027000,"Census Tract 270, Kings County, New York",902,57,270,63,632,78
1400000US36047027100,36047027100,"Census Tract 271, Kings County, New York",1035,98,207,74,828,112
1400000US36047027200,36047027200,"Census Tract 272, Kings County, New York",1119,84,367,76,752,97
1400000US36047027300,36047027300,"Census Tract 273, Kings County, New York",1246,82,372,94,874,129
1400000US36047027400,36047027400,"Census Tract 274, Kings County, New York",1004,60,430,87,574,84
1400000US36047027500,36047027500,"Census Tract 275, Kings County, New York",1597,103,526,124,1071,141
1400000US36047027600,36047027600,"Census Tract 276, Kings County, New York",1203,76,245,92,958,115
1400000US36047027700,36047027700,"Census Tract 277, Kings County, New York",1607,95,214,82,1393,121
1400000US36047027800,36047027800,"Census Tract 278, Kings County, New York",1203,75,377,91,826,100
1400000US36047027900,36047027900,"Census Tract 279, Kings County, New York",1479,110,428,109,1051,138
1400000US36047028000,36047028000,"Census Tract 280, Kings County, New York",620,40,333,62,287,56
1400000US36047028100,36047028100,"Census Tract 281, Kings County, New York",1686,88,184,80,1502,105
1400000US36047028200,36047028200,"Census Tract 282, Kings County, New York",1230,67,473,106,757,116
1400000US36047028300,36047028300,"Census Tract 283, Kings County, New York",1416,89,91,55,1325,102
1400000US36047028400,36047028400,"Census Tract 284, Kings County, New York",1271,80,253,85,1018,91
1400000US36047028501,36047028501,"Census Tract 285.01, Kings County, New York",87,25,21,17,66,25
1400000US36047028502,36047028502,"Census Tract 285.02, Kings County, New York",1172,25,10,15,1162,32
1400000US36047028600,36047028600,"Census Tract 286, Kings County, New York",2027,78,149,76,1878,99
1400000US36047028700,36047028700,"Census Tract 287, Kings County, New York",1018,85,207,80,811,112
1400000US36047028800,36047028800,"Census Tract 288, Kings County, New York",1186,51,277,89,909,99
1400000US36047028900,36047028900,"Census Tract 289, Kings County, New York",1341,87,166,75,1175,102
1400000US36047029000,36047029000,"Census Tract 290, Kings County, New York",1539,64,389,99,1150,112
1400000US36047029100,36047029100,"Census Tract 291, Kings County, New York",1053,126,306,94,747,133
1400000US36047029200,36047029200,"Census Tract 292, Kings County, New York",907,54,251,60,656,75
1400000US36047029300,36047029300,"Census Tract 293, Kings County, New York",1393,88,307,103,1086,114
1400000US36047029400,36047029400,"Census Tract 294, Kings County, New York",611,31,114,40,497,46
1400000US36047029500,36047029500,"Census Tract 295, Kings County, New York",1573,119,643,119,930,142
1400000US36047029600,36047029600,"Census Tract 296, Kings County, New York",2024,113,623,144,1401,169
1400000US36047029700,36047029700,"Census Tract 297, Kings County, New York",1495,93,561,118,934,118
1400000US36047029800,36047029800,"Census Tract 298, Kings County, New York",1289,77,403,100,886,126
1400000US36047029900,36047029900,"Census Tract 299, Kings County, New York",810,57,102,46,708,70
1400000US36047030000,36047030000,"Census Tract 300, Kings County, New York",1224,101,425,102,799,112
1400000US36047030100,36047030100,"Census Tract 301, Kings County, New York",986,100,327,81,659,126
1400000US36047030200,36047030200,"Census Tract 302, Kings County, New York",1492,84,625,117,867,121
1400000US36047030300,36047030300,"Census Tract 303, Kings County, New York",1620,102,273,109,1347,113
1400000US36047030400,36047030400,"Census Tract 304, Kings County, New York",1473,98,497,81,976,108
1400000US36047030500,36047030500,"Census Tract 305, Kings County, New York",2571,138,269,96,2302,162
1400000US36047030600,36047030600,"Census Tract 306, Kings County, New York",636,43,302,53,334,63
1400000US36047030700,36047030700,"Census Tract 307, Kings County, New York",1880,133,138,60,1742,129
1400000US36047030800,36047030800,"Census Tract 308, Kings County, New York",719,66,260,63,459,71
1400000US36047030900,36047030900,"Census Tract 309, Kings County, New York",705,55,108,48,597,69
1400000US36047031100,36047031100,"Census Tract 311, Kings County, New York",1115,80,260,85,855,110
1400000US36047031300,36047031300,"Census Tract 313, Kings County, New York",2117,192,224,117,1893,218
1400000US36047031400,36047031400,"Census Tract 314, Kings County, New York",1899,89,1013,131,886,148
1400000US36047031500,36047031500,"Census Tract 315, Kings County, New York",2243,174,248,111,1995,199
1400000US36047031701,36047031701,"Census Tract 317.01, Kings County, New York",1368,106,195,74,1173,115
1400000US36047031702,36047031702,"Census Tract 317.02, Kings County, New York",1502,100,419,102,1083,125
1400000US36047031900,36047031900,"Census Tract 319, Kings County, New York",1335,74,301,97,1034,100
1400000US36047032100,36047032100,"Census Tract 321, Kings County, New York",2032,154,130,58,1902,162
1400000US36047032300,36047032300,"Census Tract 323, Kings County, New York",1412,83,179,54,1233,100
1400000US36047032500,36047032500,"Census Tract 325, Kings County, New York",2481,132,178,109,2303,156
1400000US36047032600,36047032600,"Census Tract 326, Kings County, New York",2330,135,183,86,2147,155
1400000US36047032700,36047032700,"Census Tract 327, Kings County, New York",1256,88,257,88,999,100
1400000US36047032800,36047032800,"Census Tract 328, Kings County, New York",958,90,470,73,488,95
1400000US36047032900,36047032900,"Census Tract 329, Kings County, New York",2329,118,182,93,2147,161
1400000US36047033000,36047033000,"Census Tract 330, Kings County, New York",1736,64,106,51,1630,77
1400000US36047033100,36047033100,"Census Tract 331, Kings County, New York",1505,88,194,79,1311,107
1400000US36047033300,36047033300,"Census Tract 333, Kings County, New York",1306,62,442,94,864,110
1400000US36047033500,36047033500,"Census Tract 335, Kings County, New York",757,73,361,72,396,66
1400000US36047033600,36047033600,"Census Tract 336, Kings County, New York",1353,128,760,134,593,118
1400000US36047033700,36047033700,"Census Tract 337, Kings County, New York",1303,105,267,109,1036,108
1400000US36047033900,36047033900,"Census Tract 339, Kings County, New York",1868,94,226,79,1642,115
1400000US36047034000,36047034000,"Census Tract 340, Kings County, New York",656,22,0,11,656,22
1400000US36047034100,36047034100,"Census Tract 341, Kings County, New York",1048,64,124,63,924,73
1400000US36047034200,36047034200,"Census Tract 342, Kings County, New York",2664,162,57,44,2607,172
1400000US36047034300,36047034300,"Census Tract 343, Kings County, New York",2058,101,168,82,1890,121
1400000US36047034500,36047034500,"Census Tract 345, Kings County, New York",1091,88,310,93,781,107
1400000US36047034700,36047034700,"Census Tract 347, Kings County, New York",1503,91,158,75,1345,116
1400000US36047034800,36047034800,"Census Tract 348, Kings County, New York",710,62,131,47,579,79
1400000US36047034900,36047034900,"Census Tract 349, Kings County, New York",2100,92,109,64,1991,97
1400000US36047035000,36047035000,"Census Tract 350, Kings County, New York",1457,57,297,106,1160,118
1400000US36047035100,36047035100,"Census Tract 351, Kings County, New York",1636,95,149,71,1487,107
1400000US36047035200,36047035200,"Census Tract 352, Kings County, New York",471,27,0,11,471,27
1400000US36047035300,36047035300,"Census Tract 353, Kings County, New York",1928,100,197,68,1731,118
1400000US36047035400,36047035400,"Census Tract 354, Kings County, New York",2686,117,1678,204,1008,206
1400000US36047035500,36047035500,"Census Tract 355, Kings County, New York",2085,71,139,63,1946,95
1400000US36047035601,36047035601,"Census Tract 356.01, Kings County, New York",1391,93,537,174,854,174
1400000US36047035602,36047035602,"Census Tract 356.02, Kings County, New York",2614,159,944,198,1670,213
1400000US36047035700,36047035700,"Census Tract 357, Kings County, New York",962,41,24,19,938,45
1400000US36047035900,36047035900,"Census Tract 359, Kings County, New York",2203,116,149,105,2054,147
1400000US36047036001,36047036001,"Census Tract 360.01, Kings County, New York",1622,91,386,82,1236,101
1400000US36047036002,36047036002,"Census Tract 360.02, Kings County, New York",2073,98,104,62,1969,123
1400000US36047036100,36047036100,"Census Tract 361, Kings County, New York",1069,66,36,21,1033,70
1400000US36047036200,36047036200,"Census Tract 362, Kings County, New York",1193,109,327,87,866,118
1400000US36047036300,36047036300,"Census Tract 363, Kings County, New York",1572,122,299,109,1273,146
1400000US36047036400,36047036400,"Census Tract 364, Kings County, New York",782,73,232,52,550,78
1400000US36047036501,36047036501,"Census Tract 365.01, Kings County, New York",1161,80,87,45,1074,87
1400000US36047036502,36047036502,"Census Tract 365.02, Kings County, New York",409,55,117,49,292,56
1400000US36047036600,36047036600,"Census Tract 366, Kings County, New York",1389,77,339,98,1050,115
1400000US36047036700,36047036700,"Census Tract 367, Kings County, New York",515,36,173,37,342,52
1400000US36047036900,36047036900,"Census Tract 369, Kings County, New York",1817,112,291,91,1526,125
1400000US36047037000,36047037000,"Census Tract 370, Kings County, New York",1529,106,1087,125,442,98
1400000US36047037100,36047037100,"Census Tract 371, Kings County, New York",1629,98,558,114,1071,123
1400000US36047037300,36047037300,"Census Tract 373, Kings County, New York",1484,90,348,106,1136,127
1400000US36047037401,36047037401,"Census Tract 374.01, Kings County, New York",1809,107,679,125,1130,134
1400000US36047037402,36047037402,"Census Tract 374.02, Kings County, New York",2014,172,185,77,1829,176
1400000US36047037500,36047037500,"Census Tract 375, Kings County, New York",1137,105,153,63,984,124
1400000US36047037700,36047037700,"Census Tract 377, Kings County, New York",1528,120,535,116,993,138
1400000US36047037900,36047037900,"Census Tract 379, Kings County, New York",1391,102,408,118,983,137
1400000US36047038100,36047038100,"Census Tract 381, Kings County, New York",1982,108,396,100,1586,130
1400000US36047038200,36047038200,"Census Tract 382, Kings County, New York",2094,116,41,37,2053,119
1400000US36047038300,36047038300,"Census Tract 383, Kings County, New York",1634,119,623,110,1011,140
1400000US36047038500,36047038500,"Census Tract 385, Kings County, New York",1355,131,346,116,1009,153
1400000US36047038600,36047038600,"Census Tract 386, Kings County, New York",1200,82,684,107,516,125
1400000US36047038700,36047038700,"Census Tract 387, Kings County, New York",1379,117,380,101,999,136
1400000US36047038800,36047038800,"Census Tract 388, Kings County, New York",1444,59,693,129,751,127
1400000US36047038900,36047038900,"Census Tract 389, Kings County, New York",1152,78,366,87,786,101
1400000US36047039000,36047039000,"Census Tract 390, Kings County, New York",788,60,512,65,276,62
1400000US36047039100,36047039100,"Census Tract 391, Kings County, New York",1051,69,87,65,964,92
1400000US36047039200,36047039200,"Census Tract 392, Kings County, New York",1022,92,391,99,631,106
1400000US36047039300,36047039300,"Census Tract 393, Kings County, New York",1239,85,251,87,988,103
1400000US36047039400,36047039400,"Census Tract 394, Kings County, New York",737,49,325,62,412,62
1400000US36047039500,36047039500,"Census Tract 395, Kings County, New York",1162,99,260,95,902,131
1400000US36047039600,36047039600,"Census Tract 396, Kings County, New York",709,84,301,71,408,90
1400000US36047039700,36047039700,"Census Tract 397, Kings County, New York",1197,109,256,78,941,118
1400000US36047039800,36047039800,"Census Tract 398, Kings County, New York",873,52,462,71,411,75
1400000US36047039900,36047039900,"Census Tract 399, Kings County, New York",1272,96,157,76,1115,94
1400000US36047040000,36047040000,"Census Tract 400, Kings County, New York",1118,69,438,100,680,103
1400000US36047040100,36047040100,"Census Tract 401, Kings County, New York",1160,95,229,75,931,109
1400000US36047040200,36047040200,"Census Tract 402, Kings County, New York",906,60,485,70,421,82
1400000US36047040300,36047040300,"Census Tract 403, Kings County, New York",1301,105,298,91,1003,123
1400000US36047040400,36047040400,"Census Tract 404, Kings County, New York",828,48,356,66,472,69
1400000US36047040500,36047040500,"Census Tract 405, Kings County, New York",537,51,103,48,434,60
1400000US36047040600,36047040600,"Census Tract 406, Kings County, New York",1152,71,457,101,695,120
1400000US36047040700,36047040700,"Census Tract 407, Kings County, New York",0,11,0,11,0,11
1400000US36047040800,36047040800,"Census Tract 408, Kings County, New York",1044,77,378,75,666,106
1400000US36047040900,36047040900,"Census Tract 409, Kings County, New York",1254,89,226,79,1028,104
1400000US36047041000,36047041000,"Census Tract 410, Kings County, New York",702,45,406,62,296,65
1400000US36047041100,36047041100,"Census Tract 411, Kings County, New York",1134,88,174,84,960,113
1400000US36047041200,36047041200,"Census Tract 412, Kings County, New York",1008,73,432,95,576,99
1400000US36047041300,36047041300,"Census Tract 413, Kings County, New York",1378,76,294,83,1084,102
1400000US36047041401,36047041401,"Census Tract 414.01, Kings County, New York",527,32,323,58,204,64
1400000US36047041402,36047041402,"Census Tract 414.02, Kings County, New York",647,59,185,50,462,68
1400000US36047041500,36047041500,"Census Tract 415, Kings County, New York",1231,100,294,88,937,110
1400000US36047041600,36047041600,"Census Tract 416, Kings County, New York",727,57,332,73,395,69
1400000US36047041700,36047041700,"Census Tract 417, Kings County, New York",1275,104,100,50,1175,113
1400000US36047041800,36047041800,"Census Tract 418, Kings County, New York",748,66,250,63,498,68
1400000US36047041900,36047041900,"Census Tract 419, Kings County, New York",1312,79,262,92,1050,105
1400000US36047042000,36047042000,"Census Tract 420, Kings County, New York",519,39,239,59,280,52
1400000US36047042100,36047042100,"Census Tract 421, Kings County, New York",1302,79,136,59,1166,101
1400000US36047042200,36047042200,"Census Tract 422, Kings County, New York",1078,99,296,77,782,116
1400000US36047042300,36047042300,"Census Tract 423, Kings County, New York",1315,83,110,59,1205,109
1400000US36047042400,36047042400,"Census Tract 424, Kings County, New York",1264,101,322,85,942,124
1400000US36047042500,36047042500,"Census Tract 425, Kings County, New York",1033,66,36,34,997,72
1400000US36047042600,36047042600,"Census Tract 426, Kings County, New York",1473,79,456,96,1017,121
1400000US36047042700,36047042700,"Census Tract 427, Kings County, New York",1716,98,84,45,1632,107
1400000US36047042800,36047042800,"Census Tract 428, Kings County, New York",1454,80,543,99,911,109
1400000US36047042900,36047042900,"Census Tract 429, Kings County, New York",1765,107,48,31,1717,111
1400000US36047043000,36047043000,"Census Tract 430, Kings County, New York",1285,88,183,72,1102,101
1400000US36047043100,36047043100,"Census Tract 431, Kings County, New York",1736,93,137,69,1599,100
1400000US36047043200,36047043200,"Census Tract 432, Kings County, New York",1591,63,473,77,1118,89
1400000US36047043300,36047043300,"Census Tract 433, Kings County, New York",1405,84,105,64,1300,101
1400000US36047043400,36047043400,"Census Tract 434, Kings County, New York",1188,87,425,100,763,130
1400000US36047043500,36047043500,"Census Tract 435, Kings County, New York",1437,87,272,89,1165,124
1400000US36047043600,36047043600,"Census Tract 436, Kings County, New York",1614,72,543,121,1071,126
1400000US36047043700,36047043700,"Census Tract 437, Kings County, New York",1710,84,271,89,1439,119
1400000US36047043800,36047043800,"Census Tract 438, Kings County, New York",934,49,224,52,710,67
1400000US36047043900,36047043900,"Census Tract 439, Kings County, New York",1294,79,267,99,1027,117
1400000US36047044000,36047044000,"Census Tract 440, Kings County, New York",916,50,370,61,546,77
1400000US36047044100,36047044100,"Census Tract 441, Kings County, New York",1854,111,154,63,1700,134
1400000US36047044200,36047044200,"Census Tract 442, Kings County, New York",863,61,413,92,450,93
1400000US36047044300,36047044300,"Census Tract 443, Kings County, New York",1837,83,95,57,1742,95
1400000US36047044400,36047044400,"Census Tract 444, Kings County, New York",1167,83,480,99,687,105
1400000US36047044500,36047044500,"Census Tract 445, Kings County, New York",1611,86,276,61,1335,101
1400000US36047044600,36047044600,"Census Tract 446, Kings County, New York",691,47,315,51,376,54
1400000US36047044700,36047044700,"Census Tract 447, Kings County, New York",793,55,78,40,715,63
1400000US36047044800,36047044800,"Census Tract 448, Kings County, New York",742,55,342,58,400,63
1400000US36047044900,36047044900,"Census Tract 449, Kings County, New York",1123,64,125,51,998,83
1400000US36047045000,36047045000,"Census Tract 450, Kings County, New York",131,35,82,31,49,24
1400000US36047045200,36047045200,"Census Tract 452, Kings County, New York",873,61,509,78,364,78
1400000US36047045300,36047045300,"Census Tract 453, Kings County, New York",633,51,8,8,625,51
1400000US36047045400,36047045400,"Census Tract 454, Kings County, New York",608,43,236,56,372,61
1400000US36047045600,36047045600,"Census Tract 456, Kings County, New York",812,72,142,44,670,63
1400000US36047045800,36047045800,"Census Tract 458, Kings County, New York",549,35,339,60,210,58
1400000US36047046000,36047046000,"Census Tract 460, Kings County, New York",1245,59,469,95,776,107
1400000US36047046201,36047046201,"Census Tract 462.01, Kings County, New York",1060,57,404,92,656,105
1400000US36047046202,36047046202,"Census Tract 462.02, Kings County, New York",602,39,304,47,298,50
1400000US36047046400,36047046400,"Census Tract 464, Kings County, New York",656,45,322,44,334,52
1400000US36047046800,36047046800,"Census Tract 468, Kings County, New York",525,46,265,63,260,60
1400000US36047047000,36047047000,"Census Tract 470, Kings County, New York",711,58,366,68,345,58
1400000US36047047200,36047047200,"Census Tract 472, Kings County, New York",732,64,395,62,337,70
1400000US36047047400,36047047400,"Census Tract 474, Kings County, New York",719,49,257,63,462,59
1400000US36047047600,36047047600,"Census Tract 476, Kings County, New York",892,113,364,114,528,125
1400000US36047047700,36047047700,"Census Tract 477, Kings County, New York",1742,65,442,109,1300,111
1400000US36047047800,36047047800,"Census Tract 478, Kings County, New York",1126,104,374,87,752,101
1400000US36047048000,36047048000,"Census Tract 480, Kings County, New York",1028,67,209,92,819,110
1400000US36047048100,36047048100,"Census Tract 481, Kings County, New York",1360,86,163,66,1197,99
1400000US36047048200,36047048200,"Census Tract 482, Kings County, New York",1872,76,323,88,1549,115
1400000US36047048400,36047048400,"Census Tract 484, Kings County, New York",1633,45,414,107,1219,106
1400000US36047048500,36047048500,"Census Tract 485, Kings County, New York",963,45,174,57,789,66
1400000US36047048600,36047048600,"Census Tract 486, Kings County, New York",915,52,205,45,710,62
1400000US36047048800,36047048800,"Census Tract 488, Kings County, New York",1376,91,471,96,905,119
1400000US36047048900,36047048900,"Census Tract 489, Kings County, New York",1511,64,12,19,1499,68
1400000US36047049000,36047049000,"Census Tract 490, Kings County, New York",1997,181,450,172,1547,177
1400000US36047049100,36047049100,"Census Tract 491, Kings County, New York",2543,168,284,124,2259,181
1400000US36047049200,36047049200,"Census Tract 492, Kings County, New York",1124,68,444,91,680,96
1400000US36047049300,36047049300,"Census Tract 493, Kings County, New York",3218,151,109,94,3109,173
1400000US36047049400,36047049400,"Census Tract 494, Kings County, New York",2039,72,594,109,1445,122
1400000US36047049500,36047049500,"Census Tract 495, Kings County, New York",1266,65,274,80,992,98
1400000US36047049600,36047049600,"Census Tract 496, Kings County, New York",1373,68,435,107,938,112
1400000US36047049700,36047049700,"Census Tract 497, Kings County, New York",1469,64,248,71,1221,94
1400000US36047049800,36047049800,"Census Tract 498, Kings County, New York",1674,80,560,114,1114,106
1400000US36047049900,36047049900,"Census Tract 499, Kings County, New York",833,68,283,72,550,76
1400000US36047050000,36047050000,"Census Tract 500, Kings County, New York",1447,94,654,123,793,114
1400000US36047050100,36047050100,"Census Tract 501, Kings County, New York",1394,65,298,87,1096,96
1400000US36047050202,36047050202,"Census Tract 502.02, Kings County, New York",1106,21,641,108,465,103
1400000US36047050300,36047050300,"Census Tract 503, Kings County, New York",1209,79,373,106,836,109
1400000US36047050400,36047050400,"Census Tract 504, Kings County, New York",2001,98,733,122,1268,131
1400000US36047050500,36047050500,"Census Tract 505, Kings County, New York",1962,73,227,96,1735,127
1400000US36047050600,36047050600,"Census Tract 506, Kings County, New York",1906,99,290,74,1616,128
1400000US36047050700,36047050700,"Census Tract 507, Kings County, New York",496,45,93,41,403,53
1400000US36047050801,36047050801,"Census Tract 508.01, Kings County, New York",1309,111,18,21,1291,111
1400000US36047050803,36047050803,"Census Tract 508.03, Kings County, New York",876,81,25,17,851,81
1400000US36047050804,36047050804,"Census Tract 508.04, Kings County, New York",2524,77,144,80,2380,109
1400000US36047050900,36047050900,"Census Tract 509, Kings County, New York",655,42,182,40,473,47
1400000US36047051001,36047051001,"Census Tract 510.01, Kings County, New York",1476,51,0,11,1476,51
1400000US36047051002,36047051002,"Census Tract 510.02, Kings County, New York",1853,66,66,33,1787,75
1400000US36047051100,36047051100,"Census Tract 511, Kings County, New York",1717,96,212,107,1505,122
1400000US36047051200,36047051200,"Census Tract 512, Kings County, New York",2437,116,123,82,2314,141
1400000US36047051300,36047051300,"Census Tract 513, Kings County, New York",1989,116,253,108,1736,152
1400000US36047051400,36047051400,"Census Tract 514, Kings County, New York",2751,102,235,95,2516,136
1400000US36047051500,36047051500,"Census Tract 515, Kings County, New York",745,57,256,44,489,60
1400000US36047051601,36047051601,"Census Tract 516.01, Kings County, New York",1946,78,43,36,1903,86
1400000US36047051602,36047051602,"Census Tract 516.02, Kings County, New York",1243,95,51,46,1192,98
1400000US36047051700,36047051700,"Census Tract 517, Kings County, New York",1088,76,309,87,779,104
1400000US36047051800,36047051800,"Census Tract 518, Kings County, New York",1385,65,468,92,917,108
1400000US36047051900,36047051900,"Census Tract 519, Kings County, New York",2252,160,310,117,1942,184
1400000US36047052000,36047052000,"Census Tract 520, Kings County, New York",1442,66,509,110,933,119
1400000US36047052300,36047052300,"Census Tract 523, Kings County, New York",2369,125,228,140,2141,164
1400000US36047052500,36047052500,"Census Tract 525, Kings County, New York",1160,76,72,56,1088,93
1400000US36047052600,36047052600,"Census Tract 526, Kings County, New York",1769,58,211,66,1558,73
1400000US36047052700,36047052700,"Census Tract 527, Kings County, New York",2381,135,118,75,2263,148
1400000US36047052800,36047052800,"Census Tract 528, Kings County, New York",643,45,354,56,289,56
1400000US36047052900,36047052900,"Census Tract 529, Kings County, New York",961,69,94,54,867,83
1400000US36047053000,36047053000,"Census Tract 530, Kings County, New York",1134,56,308,72,826,91
1400000US36047053100,36047053100,"Census Tract 531, Kings County, New York",1663,72,379,109,1284,126
1400000US36047053200,36047053200,"Census Tract 532, Kings County, New York",927,60,532,83,395,85
1400000US36047053300,36047053300,"Census Tract 533, Kings County, New York",1678,97,281,82,1397,115
1400000US36047053400,36047053400,"Census Tract 534, Kings County, New York",1279,93,300,90,979,115
1400000US36047053500,36047053500,"Census Tract 535, Kings County, New York",1097,77,100,50,997,88
1400000US36047053700,36047053700,"Census Tract 537, Kings County, New York",696,35,133,67,563,61
1400000US36047053800,36047053800,"Census Tract 538, Kings County, New York",2020,102,103,54,1917,116
1400000US36047053900,36047053900,"Census Tract 539, Kings County, New York",821,37,99,44,722,53
1400000US36047054200,36047054200,"Census Tract 542, Kings County, New York",1571,72,373,74,1198,89
1400000US36047054300,36047054300,"Census Tract 543, Kings County, New York",168,50,0,11,168,50
1400000US36047054400,36047054400,"Census Tract 544, Kings County, New York",1217,81,438,93,779,100
1400000US36047054500,36047054500,"Census Tract 545, Kings County, New York",2321,91,164,101,2157,126
1400000US36047054600,36047054600,"Census Tract 546, Kings County, New York",1876,102,312,123,1564,139
1400000US36047054700,36047054700,"Census Tract 547, Kings County, New York",1572,77,164,73,1408,94
1400000US36047054800,36047054800,"Census Tract 548, Kings County, New York",768,40,475,75,293,70
1400000US36047054900,36047054900,"Census Tract 549, Kings County, New York",1350,83,292,80,1058,102
1400000US36047055000,36047055000,"Census Tract 550, Kings County, New York",1465,57,307,78,1158,91
1400000US36047055100,36047055100,"Census Tract 551, Kings County, New York",2328,87,383,120,1945,137
1400000US36047055200,36047055200,"Census Tract 552, Kings County, New York",1379,80,347,90,1032,120
1400000US36047055300,36047055300,"Census Tract 553, Kings County, New York",1430,80,304,75,1126,100
1400000US36047055400,36047055400,"Census Tract 554, Kings County, New York",1535,95,230,85,1305,120
1400000US36047055500,36047055500,"Census Tract 555, Kings County, New York",2574,116,674,124,1900,148
1400000US36047055600,36047055600,"Census Tract 556, Kings County, New York",1251,97,451,106,800,119
1400000US36047055700,36047055700,"Census Tract 557, Kings County, New York",1184,65,249,77,935,93
1400000US36047055800,36047055800,"Census Tract 558, Kings County, New York",879,71,305,60,574,77
1400000US36047056000,36047056000,"Census Tract 560, Kings County, New York",1433,62,464,99,969,109
1400000US36047056100,36047056100,"Census Tract 561, Kings County, New York",1478,90,262,77,1216,100
1400000US36047056200,36047056200,"Census Tract 562, Kings County, New York",547,51,523,51,24,17
1400000US36047056300,36047056300,"Census Tract 563, Kings County, New York",2070,121,253,103,1817,131
1400000US36047056400,36047056400,"Census Tract 564, Kings County, New York",958,65,782,73,176,49
1400000US36047056500,36047056500,"Census Tract 565, Kings County, New York",1573,116,346,96,1227,118
1400000US36047056600,36047056600,"Census Tract 566, Kings County, New York",1033,54,496,77,537,78
1400000US36047056800,36047056800,"Census Tract 568, Kings County, New York",544,54,370,59,174,64
1400000US36047056900,36047056900,"Census Tract 569, Kings County, New York",732,57,151,41,581,59
1400000US36047057000,36047057000,"Census Tract 570, Kings County, New York",1438,69,1174,101,264,93
1400000US36047057100,36047057100,"Census Tract 571, Kings County, New York",1904,135,412,135,1492,172
1400000US36047057200,36047057200,"Census Tract 572, Kings County, New York",2174,109,16,26,2158,112
1400000US36047057300,36047057300,"Census Tract 573, Kings County, New York",996,88,336,74,660,90
1400000US36047057400,36047057400,"Census Tract 574, Kings County, New York",995,58,717,83,278,69
1400000US36047057500,36047057500,"Census Tract 575, Kings County, New York",2055,108,308,139,1747,167
1400000US36047057600,36047057600,"Census Tract 576, Kings County, New York",1025,54,560,71,465,87
1400000US36047057800,36047057800,"Census Tract 578, Kings County, New York",1119,77,305,76,814,96
1400000US36047057900,36047057900,"Census Tract 579, Kings County, New York",482,38,16,21,466,46
1400000US36047058000,36047058000,"Census Tract 580, Kings County, New York",1293,56,419,87,874,98
1400000US36047058200,36047058200,"Census Tract 582, Kings County, New York",1004,61,346,77,658,98
1400000US36047058400,36047058400,"Census Tract 584, Kings County, New York",1440,91,335,96,1105,123
1400000US36047058600,36047058600,"Census Tract 586, Kings County, New York",781,73,435,77,346,73
1400000US36047058800,36047058800,"Census Tract 588, Kings County, New York",1376,76,644,100,732,101
1400000US36047058900,36047058900,"Census Tract 589, Kings County, New York",787,53,206,59,581,74
1400000US36047059000,36047059000,"Census Tract 590, Kings County, New York",654,45,298,61,356,57
1400000US36047059100,36047059100,"Census Tract 591, Kings County, New York",1784,111,330,69,1454,117
1400000US36047059200,36047059200,"Census Tract 592, Kings County, New York",1679,63,767,115,912,115
1400000US36047059300,36047059300,"Census Tract 593, Kings County, New York",823,75,169,60,654,76
1400000US36047059401,36047059401,"Census Tract 594.01, Kings County, New York",3026,147,1422,218,1604,215
1400000US36047059402,36047059402,"Census Tract 594.02, Kings County, New York",2030,93,1386,145,644,131
1400000US36047059600,36047059600,"Census Tract 596, Kings County, New York",1105,74,692,100,413,81
1400000US36047059800,36047059800,"Census Tract 598, Kings County, New York",1205,100,791,109,414,107
1400000US36047060000,36047060000,"Census Tract 600, Kings County, New York",2641,132,1108,148,1533,209
1400000US36047060600,36047060600,"Census Tract 606, Kings County, New York",1107,69,363,86,744,85
1400000US36047060800,36047060800,"Census Tract 608, Kings County, New York",1471,99,562,90,909,116
1400000US36047061002,36047061002,"Census Tract 610.02, Kings County, New York",1928,172,1153,207,775,200
1400000US36047061003,36047061003,"Census Tract 610.03, Kings County, New York",535,63,172,57,363,60
1400000US36047061004,36047061004,"Census Tract 610.04, Kings County, New York",2945,159,418,129,2527,165
1400000US36047061200,36047061200,"Census Tract 612, Kings County, New York",368,42,279,52,89,39
1400000US36047061600,36047061600,"Census Tract 616, Kings County, New York",490,42,453,45,37,30
1400000US36047062000,36047062000,"Census Tract 620, Kings County, New York",644,64,480,68,164,53
1400000US36047062200,36047062200,"Census Tract 622, Kings County, New York",1334,130,702,140,632,134
